1,47,0.06,0,1,0,0,43,0,0,0,0,0,0,1,0,0,0,0,0,1,7.25,52341,0,0,0,1,1,0,1,1,0,2.03,0.74,2.12,0.13,1,1,1,0.74
1,34,0.35,1,0,1,0,30,0,1,0,0,0,0,1,0,1,0,0,0,1,0.35,22065,0,1,1,1,0,0,1,1,1,3.75,0.34,1.74,0.25,1,1,1,1.6
1,31,0.03,0,1,0,0,35,0,0,0,0,0,0,1,1,0,0,1,0,1,29.27,43843,0,0,0,1,0,0,1,1,0,3.38,0.73,1.76,0.6,1,1,1,1.95
1,55,0.05,0,1,0,0,51,0,1,1,0,0,0,0,1,0,0,1,0,0,20.75,34319,0,0,1,1,0,0,1,1,0,0.71,0.82,1.92,0.49,0,1,0,1.32
1,34,0.35,1,0,1,0,23,0,1,1,0,0,0,1,0,1,0,0,0,1,0.1,30890,0,1,1,1,0,0,1,1,1,4.33,0.35,1.59,0.2,1,1,1,1.65
1,31,0.03,0,1,0,0,27,0,0,0,0,0,0,0,1,0,0,1,0,0,27.2,33304,0,0,0,1,0,0,1,1,0,2.79,0.71,2.04,0.84,1,1,1,1.74
1,17,0.18,0,0,1,0,32,0,0,1,0,0,0,1,0,0,0,0,0,1,29.57,63955,0,0,1,1,0,0,1,1,0,4.13,0.37,1.34,0.39,1,1,1,1.46
1,32,0.03,0,1,0,0,52,0,0,0,0,0,0,1,0,0,0,0,0,1,15.67,211224,0,0,0,1,0,0,1,1,0,1.23,0.31,2.36,0.21,1,1,1,0.62
1,44,0.07,0,1,0,0,38,0,0,0,0,0,0,0,1,0,0,2,0,0,11.65,29904,0,0,0,1,0,0,1,1,0,2.74,0.78,2.06,0.25,1,1,1,1.2
1,31,0.03,0,1,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,1,24.67,47001,0,0,0,1,0,0,1,1,0,3.01,0.68,1.81,0.68,1,1,1,1.81
1,38,0.03,0,0,1,0,26,0,1,1,0,0,0,0,0,0,0,0,0,0,14.63,102511,0,1,1,1,0,1,1,1,0,4.66,0.25,2.52,0.33,1,1,1,2.15
1,26,0.08,0,0,1,0,45,0,1,1,0,0,0,1,0,0,0,0,0,2,1.15,41909,0,1,1,1,0,1,1,1,0,2.22,0.71,3.03,0.14,0,1,1,1.04
1,34,0.35,1,0,1,0,43,0,0,1,0,0,0,0,0,0,0,0,0,0,1.35,54078,0,0,1,1,0,1,1,1,0,4.65,0.31,1.71,0.19,1,1,1,1.82
1,31,0.03,0,1,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,24.45,39931,0,0,0,1,0,0,1,1,0,2.77,0.7,1.96,0.74,1,1,1,1.74
1,19,0.05,0,0,1,0,49,0,0,1,0,0,0,0,1,0,0,2,0,0,29.3,39821,0,0,1,1,0,0,1,1,0,1.52,0.42,2.19,0.25,0,1,1,0.85
1,33,0.12,0,1,0,0,45,0,0,0,0,0,0,0,1,0,0,1,0,0,1.73,29254,0,0,0,1,0,0,1,1,0,2.99,0.9,2.59,0.28,1,1,1,1.21
1,29,0.03,1,1,0,0,46,0,1,0,0,0,0,1,1,0,0,1,0,1,11.35,33774,0,0,0,1,0,0,1,1,0,1.85,0.55,2.37,0.46,1,1,1,1.12
1,31,0.03,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,41330,0,0,0,1,0,0,1,1,0,2.68,0.7,1.91,0.75,1,1,1,1.68
1,38,0.03,0,0,1,0,60,0,1,1,0,0,0,1,0,0,0,0,0,2,13.8,102545,0,1,1,1,0,1,1,1,0,4.66,0.25,2.52,0.33,1,1,1,2.15
1,31,0.03,0,1,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,0,24.32,66808,0,0,0,1,0,0,1,1,0,3.1,0.4,1.94,0.53,1,1,1,1.68
1,41,0.02,0,1,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,19.25,10093,0,0,0,1,0,0,1,1,0,3.92,0.61,1.36,0.15,0,1,1,2.45
